episode_id,entry_anchor_id,ticker,contract_type,strike,expiration,dte_target,moneyness_target,partition,entry_event_family,entry_signal_bar_open_utc,entry_decision_available_utc,entry_execution_bar_open_utc,entry_price,execution_status,research_scope,episode_end_utc
OPT-LONG-dd26d0ab8866caee,AMC15SUP-009,O:AMC241227C00005000,CALL,5.0,2024-12-27,30,0.0,DISCOVERY,CONTINUATION,2024-11-27T19:30:00+00:00,2024-11-27T19:45:00+00:00,2024-11-27T19:45:00+00:00,0.43,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-18T19:45:00+00:00
OPT-LONG-491c02f7a1d755fd,AMC15SUP-010,O:AMC241220C00005000,CALL,5.0,2024-12-20,14,0.0,DISCOVERY,CONTINUATION,2024-12-05T17:15:00+00:00,2024-12-05T17:30:00+00:00,2024-12-05T17:30:00+00:00,0.33,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-20T23:59:59.999999+00:00
OPT-LONG-4b40ded99edc1234,AMC15SUP-010,O:AMC250103C00005000,CALL,5.0,2025-01-03,30,0.0,DISCOVERY,CONTINUATION,2024-12-05T17:15:00+00:00,2024-12-05T17:30:00+00:00,2024-12-05T17:30:00+00:00,0.4,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-26T17:30:00+00:00
OPT-LONG-2ed396a462fecf3f,AMC15SUP-010,O:AMC241220P00005000,PUT,5.0,2024-12-20,14,0.0,DISCOVERY,CONTINUATION,2024-12-05T17:15:00+00:00,2024-12-05T17:30:00+00:00,2024-12-05T17:30:00+00:00,0.26,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-20T23:59:59.999999+00:00
OPT-LONG-060042f25a1a4232,AMC15X-016,O:AMC250103C00004000,CALL,4.0,2025-01-03,14,0.0,DISCOVERY,ENTRY_FORMING,2024-12-17T14:30:00+00:00,2024-12-17T14:45:00+00:00,2024-12-17T14:45:00+00:00,0.38,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-03T23:59:59.999999+00:00
OPT-LONG-4f3789b896b2a11d,AMC15X-016,O:AMC250117C00004000,CALL,4.0,2025-01-17,30,0.0,DISCOVERY,ENTRY_FORMING,2024-12-17T14:30:00+00:00,2024-12-17T14:45:00+00:00,2024-12-17T14:45:00+00:00,0.48,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-07T14:45:00+00:00
OPT-LONG-a65867701f16c5c4,AMC15X-016,O:AMC250103P00004000,PUT,4.0,2025-01-03,14,0.0,DISCOVERY,ENTRY_FORMING,2024-12-17T14:30:00+00:00,2024-12-17T14:45:00+00:00,2024-12-17T14:45:00+00:00,0.22,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-03T23:59:59.999999+00:00
OPT-LONG-0025590f7b30e3af,AMC15X-016,O:AMC250117P00004000,PUT,4.0,2025-01-17,30,0.0,DISCOVERY,ENTRY_FORMING,2024-12-17T14:30:00+00:00,2024-12-17T14:45:00+00:00,2024-12-17T14:45:00+00:00,0.32,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-07T14:45:00+00:00
OPT-LONG-4bc42dc1e17179d1,AMC15SUP-011,O:AMC250117C00004000,CALL,4.0,2025-01-17,30,0.0,DISCOVERY,ENTRY_FORMING,2024-12-20T20:30:00+00:00,2024-12-20T20:45:00+00:00,2024-12-20T20:45:00+00:00,0.46,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-10T20:45:00+00:00
OPT-LONG-96f91a160a496bf4,AMC15SUP-011,O:AMC250117P00004000,PUT,4.0,2025-01-17,30,0.0,DISCOVERY,ENTRY_FORMING,2024-12-20T20:30:00+00:00,2024-12-20T20:45:00+00:00,2024-12-20T20:45:00+00:00,0.27,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-10T20:45:00+00:00
OPT-LONG-e8a0dc044d03b5da,AMC15X-018,O:AMC250110C00004000,CALL,4.0,2025-01-10,14,0.0,DISCOVERY,CONTINUATION,2024-12-26T14:30:00+00:00,2024-12-26T14:45:00+00:00,2024-12-26T14:45:00+00:00,0.33,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-10T23:59:59.999999+00:00
OPT-LONG-3f125b8b7d9d8f61,AMC15X-018,O:AMC250124C00004000,CALL,4.0,2025-01-24,30,0.0,DISCOVERY,CONTINUATION,2024-12-26T14:30:00+00:00,2024-12-26T14:45:00+00:00,2024-12-26T14:45:00+00:00,0.43,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-16T14:45:00+00:00
OPT-LONG-2ba8a9345aa53b24,AMC15X-018,O:AMC250110P00004000,PUT,4.0,2025-01-10,14,0.0,DISCOVERY,CONTINUATION,2024-12-26T14:30:00+00:00,2024-12-26T14:45:00+00:00,2024-12-26T14:45:00+00:00,0.21,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-10T23:59:59.999999+00:00
OPT-LONG-ef1e96fa74cb29a8,AMC15X-018,O:AMC250124P00004000,PUT,4.0,2025-01-24,30,0.0,DISCOVERY,CONTINUATION,2024-12-26T14:30:00+00:00,2024-12-26T14:45:00+00:00,2024-12-26T14:45:00+00:00,0.3,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-16T14:45:00+00:00
OPT-LONG-e394e958ed0c5c5f,AMC15SUP-012,O:AMC250117C00004000,CALL,4.0,2025-01-17,14,0.0,DISCOVERY,CONTINUATION,2025-01-06T19:15:00+00:00,2025-01-06T19:30:00+00:00,2025-01-06T19:30:00+00:00,0.25,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-17T23:59:59.999999+00:00
OPT-LONG-5077690f300ca8f6,AMC15SUP-012,O:AMC250207C00004000,CALL,4.0,2025-02-07,30,0.0,DISCOVERY,CONTINUATION,2025-01-06T19:15:00+00:00,2025-01-06T19:30:00+00:00,2025-01-06T19:30:00+00:00,0.46,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-27T19:30:00+00:00
OPT-LONG-25ce6538e789fb9a,AMC15SUP-012,O:AMC250117P00004000,PUT,4.0,2025-01-17,14,0.0,DISCOVERY,CONTINUATION,2025-01-06T19:15:00+00:00,2025-01-06T19:30:00+00:00,2025-01-06T19:30:00+00:00,0.17,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-17T23:59:59.999999+00:00
OPT-LONG-782520922cf35b62,AMC15SUP-013,O:AMC250131C00003500,CALL,3.5,2025-01-31,14,0.0,DISCOVERY,ENTRY_FORMING,2025-01-16T19:45:00+00:00,2025-01-16T20:00:00+00:00,2025-01-16T20:00:00+00:00,0.37,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-31T23:59:59.999999+00:00
OPT-LONG-694ae039381eee2c,AMC15SUP-013,O:AMC250214P00003500,PUT,3.5,2025-02-14,30,0.0,DISCOVERY,ENTRY_FORMING,2025-01-16T19:45:00+00:00,2025-01-16T20:00:00+00:00,2025-01-16T20:00:00+00:00,0.34,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-06T20:00:00+00:00
OPT-LONG-dcdfe2cdc97eb75b,AMC15X-019,O:AMC250131C00004000,CALL,4.0,2025-01-31,14,0.0,DISCOVERY,CONTINUATION,2025-01-17T15:30:00+00:00,2025-01-17T15:45:00+00:00,2025-01-17T15:45:00+00:00,0.22,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-31T23:59:59.999999+00:00
OPT-LONG-86aa816b5d314cd0,AMC15X-019,O:AMC250214C00004000,CALL,4.0,2025-02-14,30,0.0,DISCOVERY,CONTINUATION,2025-01-17T15:30:00+00:00,2025-01-17T15:45:00+00:00,2025-01-17T15:45:00+00:00,0.35,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-07T15:45:00+00:00
OPT-LONG-5d1efd9d8a8ce138,AMC15X-019,O:AMC250131P00004000,PUT,4.0,2025-01-31,14,0.0,DISCOVERY,CONTINUATION,2025-01-17T15:30:00+00:00,2025-01-17T15:45:00+00:00,2025-01-17T15:45:00+00:00,0.48,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-31T23:59:59.999999+00:00
OPT-LONG-d43d79729951fdc4,AMC15X-021,O:AMC250228C00003500,CALL,3.5,2025-02-28,30,0.0,DISCOVERY,ENTRY_FORMING,2025-01-28T19:30:00+00:00,2025-01-28T19:45:00+00:00,2025-01-28T19:45:00+00:00,0.31,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-18T19:45:00+00:00
OPT-LONG-3054255bac4e265a,AMC15SUP-014,O:AMC250221C00003000,CALL,3.0,2025-02-21,14,0.0,DISCOVERY,ENTRY_FORMING,2025-02-10T20:15:00+00:00,2025-02-10T20:30:00+00:00,2025-02-10T20:30:00+00:00,0.25,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-21T23:59:59.999999+00:00
OPT-LONG-a1b1d8029957432e,AMC15SUP-014,O:AMC250314C00003000,CALL,3.0,2025-03-14,30,0.0,DISCOVERY,ENTRY_FORMING,2025-02-10T20:15:00+00:00,2025-02-10T20:30:00+00:00,2025-02-10T20:30:00+00:00,0.41,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-03T20:30:00+00:00
OPT-LONG-869c58d70d7b122a,AMC15SUP-015,O:AMC250228C00003500,CALL,3.5,2025-02-28,14,0.0,DISCOVERY,CONTINUATION,2025-02-12T16:45:00+00:00,2025-02-12T17:00:00+00:00,2025-02-12T17:00:00+00:00,0.3,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-28T23:59:59.999999+00:00
OPT-LONG-6bd0f79c4965df28,AMC15SUP-016,O:AMC250314C00003500,CALL,3.5,2025-03-14,14,0.0,DISCOVERY,CONTINUATION,2025-02-27T15:00:00+00:00,2025-02-27T15:15:00+00:00,2025-02-27T15:15:00+00:00,0.19,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-14T23:59:59.999999+00:00
OPT-LONG-0e2a96a765294acc,AMC15SUP-016,O:AMC250328C00003500,CALL,3.5,2025-03-28,30,0.0,DISCOVERY,CONTINUATION,2025-02-27T15:00:00+00:00,2025-02-27T15:15:00+00:00,2025-02-27T15:15:00+00:00,0.25,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-20T15:15:00+00:00
OPT-LONG-850f47083559524a,AMC15X-024,O:AMC250314C00003500,CALL,3.5,2025-03-14,14,0.0,DISCOVERY,CONTINUATION,2025-02-28T15:45:00+00:00,2025-02-28T16:00:00+00:00,2025-02-28T16:00:00+00:00,0.17,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-14T23:59:59.999999+00:00
OPT-LONG-b4602fb7c2d15674,AMC15X-024,O:AMC250328C00003500,CALL,3.5,2025-03-28,30,0.0,DISCOVERY,CONTINUATION,2025-02-28T15:45:00+00:00,2025-02-28T16:00:00+00:00,2025-02-28T16:00:00+00:00,0.22,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-21T16:00:00+00:00
OPT-LONG-0b86764024cb3fb0,AMC15SUP-017,O:AMC250321C00003000,CALL,3.0,2025-03-21,14,0.0,DISCOVERY,ENTRY_FORMING,2025-03-07T14:45:00+00:00,2025-03-07T15:00:00+00:00,2025-03-07T15:00:00+00:00,0.18,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-21T23:59:59.999999+00:00
OPT-LONG-0767c0d3631fcd22,AMC15SUP-017,O:AMC250321P00003000,PUT,3.0,2025-03-21,14,0.0,DISCOVERY,ENTRY_FORMING,2025-03-07T14:45:00+00:00,2025-03-07T15:00:00+00:00,2025-03-07T15:00:00+00:00,0.15,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-21T23:59:59.999999+00:00
OPT-LONG-a0b476fa8fef4936,AMC15SUP-018,O:AMC250404C00003000,CALL,3.0,2025-04-04,14,0.0,DISCOVERY,CONTINUATION,2025-03-19T19:30:00+00:00,2025-03-19T19:45:00+00:00,2025-03-19T19:45:00+00:00,0.21,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-04T23:59:59.999999+00:00
OPT-LONG-0a193d37f0c1eb7b,AMC15SUP-018,O:AMC250417C00003000,CALL,3.0,2025-04-17,30,0.0,DISCOVERY,CONTINUATION,2025-03-19T19:30:00+00:00,2025-03-19T19:45:00+00:00,2025-03-19T19:45:00+00:00,0.26,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-09T19:45:00+00:00
OPT-LONG-804bb279c9eed9e4,AMC15SUP-019,O:AMC250417C00002500,CALL,2.5,2025-04-17,14,0.0,DISCOVERY,ENTRY_FORMING,2025-04-04T19:30:00+00:00,2025-04-04T19:45:00+00:00,2025-04-04T19:45:00+00:00,0.24,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-17T23:59:59.999999+00:00
OPT-LONG-6d4fbc353c07e841,AMC15SUP-019,O:AMC250417P00002500,PUT,2.5,2025-04-17,14,0.0,DISCOVERY,ENTRY_FORMING,2025-04-04T19:30:00+00:00,2025-04-04T19:45:00+00:00,2025-04-04T19:45:00+00:00,0.13,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-17T23:59:59.999999+00:00
OPT-LONG-36adbc3137720f2c,AMC15X-026,O:AMC250425C00003000,CALL,3.0,2025-04-25,14,0.0,DISCOVERY,CONTINUATION,2025-04-08T13:30:00+00:00,2025-04-08T13:45:00+00:00,2025-04-08T13:45:00+00:00,0.15,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-25T23:59:59.999999+00:00
OPT-LONG-cc45fbf0f78596fe,AMC15X-026,O:AMC250509C00003000,CALL,3.0,2025-05-09,30,0.0,DISCOVERY,CONTINUATION,2025-04-08T13:30:00+00:00,2025-04-08T13:45:00+00:00,2025-04-08T13:45:00+00:00,0.24,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-29T13:45:00+00:00
OPT-LONG-d53b6f2afffca4e0,AMC15X-026,O:AMC250425P00003000,PUT,3.0,2025-04-25,14,0.0,DISCOVERY,CONTINUATION,2025-04-08T13:30:00+00:00,2025-04-08T13:45:00+00:00,2025-04-08T13:45:00+00:00,0.36,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-25T23:59:59.999999+00:00
OPT-LONG-beaa6fa9d8fe24ff,AMC15SUP-020,O:AMC250509C00003000,CALL,3.0,2025-05-09,30,0.0,DISCOVERY,CONTINUATION,2025-04-09T18:30:00+00:00,2025-04-09T18:45:00+00:00,2025-04-09T18:45:00+00:00,0.25,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-30T18:45:00+00:00
OPT-LONG-4141edd5d8b4060c,AMC15X-028,O:AMC250425C00003000,CALL,3.0,2025-04-25,14,0.0,DISCOVERY,ENTRY_FORMING,2025-04-10T19:30:00+00:00,2025-04-10T19:45:00+00:00,2025-04-10T19:45:00+00:00,0.17,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-25T23:59:59.999999+00:00
OPT-LONG-a9c9724a6bfef79c,AMC15X-029,O:AMC250509C00003000,CALL,3.0,2025-05-09,14,0.0,DISCOVERY,CONTINUATION,2025-04-28T15:30:00+00:00,2025-04-28T15:45:00+00:00,2025-04-28T15:45:00+00:00,0.09,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-09T23:59:59.999999+00:00
OPT-LONG-95bec5bb88312a70,AMC15SUP-021,O:AMC250516C00003000,CALL,3.0,2025-05-16,14,0.0,DISCOVERY,CONTINUATION,2025-04-29T13:30:00+00:00,2025-04-29T13:45:00+00:00,2025-04-29T13:45:00+00:00,0.12,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-16T23:59:59.999999+00:00
OPT-LONG-2542c9a5f024c784,AMC15SUP-021,O:AMC250530C00003000,CALL,3.0,2025-05-30,30,0.0,DISCOVERY,CONTINUATION,2025-04-29T13:30:00+00:00,2025-04-29T13:45:00+00:00,2025-04-29T13:45:00+00:00,0.16,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-20T13:45:00+00:00
OPT-LONG-cecf8ac16c64755b,AMC15X-031,O:AMC250523C00003000,CALL,3.0,2025-05-23,14,0.0,DISCOVERY,ENTRY_FORMING,2025-05-09T18:45:00+00:00,2025-05-09T19:00:00+00:00,2025-05-09T19:00:00+00:00,0.08,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-23T23:59:59.999999+00:00
OPT-LONG-236e8935f979520b,AMC15X-031,O:AMC250606C00003000,CALL,3.0,2025-06-06,30,0.0,DISCOVERY,ENTRY_FORMING,2025-05-09T18:45:00+00:00,2025-05-09T19:00:00+00:00,2025-05-09T19:00:00+00:00,0.14,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-30T19:00:00+00:00
OPT-LONG-c8ba037995475017,AMC15SUP-023,O:AMC250606C00003000,CALL,3.0,2025-06-06,14,0.0,DISCOVERY,CONTINUATION,2025-05-20T15:45:00+00:00,2025-05-20T16:00:00+00:00,2025-05-20T16:00:00+00:00,0.19,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-06T23:59:59.999999+00:00
OPT-LONG-a9e876bcecf427a7,AMC15SUP-023,O:AMC250620C00003000,CALL,3.0,2025-06-20,30,0.0,DISCOVERY,CONTINUATION,2025-05-20T15:45:00+00:00,2025-05-20T16:00:00+00:00,2025-05-20T16:00:00+00:00,0.26,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-10T16:00:00+00:00
OPT-LONG-93c860c8922a5a8a,AMC15X-033,O:AMC250606C00003000,CALL,3.0,2025-06-06,14,0.0,DISCOVERY,CONTINUATION,2025-05-21T13:45:00+00:00,2025-05-21T14:00:00+00:00,2025-05-21T14:00:00+00:00,0.18,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-06T23:59:59.999999+00:00
OPT-LONG-bb53faddeb01141f,AMC15X-033,O:AMC250620C00003000,CALL,3.0,2025-06-20,30,0.0,DISCOVERY,CONTINUATION,2025-05-21T13:45:00+00:00,2025-05-21T14:00:00+00:00,2025-05-21T14:00:00+00:00,0.27,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-11T14:00:00+00:00
OPT-LONG-a2522f044dbadee7,AMC15SUP-024,O:AMC250606C00003500,CALL,3.5,2025-06-06,14,0.0,DISCOVERY,ENTRY_FORMING,2025-05-23T19:30:00+00:00,2025-05-23T19:45:00+00:00,2025-05-23T19:45:00+00:00,0.2,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-06T23:59:59.999999+00:00
OPT-LONG-954549ac77f59a8b,AMC15SUP-024,O:AMC250620C00003500,CALL,3.5,2025-06-20,30,0.0,DISCOVERY,ENTRY_FORMING,2025-05-23T19:30:00+00:00,2025-05-23T19:45:00+00:00,2025-05-23T19:45:00+00:00,0.29,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-13T19:45:00+00:00
OPT-LONG-b66be1b9fe2a6388,AMC15X-034,O:AMC250627C00003500,CALL,3.5,2025-06-27,14,0.0,DISCOVERY,ENTRY_FORMING,2025-06-10T17:00:00+00:00,2025-06-10T17:15:00+00:00,2025-06-10T17:15:00+00:00,0.18,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-27T23:59:59.999999+00:00
OPT-LONG-4cac87deb542c3ae,AMC15SUP-026,O:AMC250711C00003000,CALL,3.0,2025-07-11,14,0.0,DISCOVERY,CONTINUATION,2025-06-25T19:00:00+00:00,2025-06-25T19:15:00+00:00,2025-06-25T19:15:00+00:00,0.14,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-11T23:59:59.999999+00:00
OPT-LONG-169546a26f6a60dc,AMC15SUP-026,O:AMC250725C00003000,CALL,3.0,2025-07-25,30,0.0,DISCOVERY,CONTINUATION,2025-06-25T19:00:00+00:00,2025-06-25T19:15:00+00:00,2025-06-25T19:15:00+00:00,0.21,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-16T19:15:00+00:00
OPT-LONG-c1d0c7f5a5fb0dcb,AMC15SUP-027,O:AMC250711C00003000,CALL,3.0,2025-07-11,14,0.0,DISCOVERY,ENTRY_FORMING,2025-06-30T19:30:00+00:00,2025-06-30T19:45:00+00:00,2025-06-30T19:45:00+00:00,0.14,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-11T23:59:59.999999+00:00
OPT-LONG-aa7e4e02d8a5b3b1,AMC15SUP-027,O:AMC250801C00003000,CALL,3.0,2025-08-01,30,0.0,DISCOVERY,ENTRY_FORMING,2025-06-30T19:30:00+00:00,2025-06-30T19:45:00+00:00,2025-06-30T19:45:00+00:00,0.25,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-21T19:45:00+00:00
OPT-LONG-82b7c7ceb25c7288,AMC15SUP-027,O:AMC250711P00003000,PUT,3.0,2025-07-11,14,0.0,DISCOVERY,ENTRY_FORMING,2025-06-30T19:30:00+00:00,2025-06-30T19:45:00+00:00,2025-06-30T19:45:00+00:00,0.07,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-11T23:59:59.999999+00:00
OPT-LONG-9b0800bf2b553d8c,AMC15X-036,O:AMC250718C00003000,CALL,3.0,2025-07-18,14,0.0,DISCOVERY,ENTRY_FORMING,2025-07-02T19:00:00+00:00,2025-07-02T19:15:00+00:00,2025-07-02T19:15:00+00:00,0.11,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-18T23:59:59.999999+00:00
OPT-LONG-ea8cb2aaca658119,AMC15X-036,O:AMC250801C00003000,CALL,3.0,2025-08-01,30,0.0,DISCOVERY,ENTRY_FORMING,2025-07-02T19:00:00+00:00,2025-07-02T19:15:00+00:00,2025-07-02T19:15:00+00:00,0.17,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-23T19:15:00+00:00
