anchor_id,ticker,reason
AMC15-001,O:AMC240906P00005000,ENTRY_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240920P00005000,ENTRY_SIGNAL_BAR_ABSENT
,O:AMC240927C00005000,SNAPSHOT_SIGNAL_BAR_ABSENT
AMC15-003,O:AMC240913P00005000,ENTRY_SIGNAL_BAR_ABSENT
AMC15-003,O:AMC240927P00005000,ENTRY_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260306C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260306C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
AMC15-009,O:AMC260306P00001500,ENTRY_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260306C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260306C00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
,O:AMC260220P00001500,SNAPSHOT_SIGNAL_BAR_ABSENT
AMC15-010,O:AMC260306P00001500,ENTRY_SIGNAL_BAR_ABSENT
AMC15-014,O:AMC260821C00002500,EXACT_NEXT_BAR_OPEN_ABSENT
AMC15-014,O:AMC260904C00002500,EXACT_NEXT_BAR_OPEN_ABSENT
AMC15-014,O:AMC260821P00002500,EXACT_NEXT_BAR_OPEN_ABSENT
AMC15-014,O:AMC260904P00002500,ENTRY_SIGNAL_BAR_ABSENT
AMC15-015,O:AMC260911C00002500,EXACT_NEXT_BAR_OPEN_ABSENT
AMC15-015,O:AMC260828P00002500,ENTRY_SIGNAL_BAR_ABSENT
AMC15-015,O:AMC260911P00002500,ENTRY_SIGNAL_BAR_ABSENT
